customer_unique_id,frequency,monetary,recency
e64ec,1,349.9,258
49cf9,1,79.0,535
bc136,1,69.9,490
51755,1,219.9,170
ff565,1,59.99,480
1dec2,1,183.99,527
7d07f,1,293.0,216
75128,1,887.0,361
2eab8,1,47.0,315
2e659,1,99.0,181
c692e,1,18.99,510
3078c,1,180.0,127
ab1ae,1,178.0,9
fe5a2,1,368.9,278
dabaf,1,49.0,277
42c11,1,58.0,290
3ef18,1,242.9,27
95ae4,1,49.9,10
6eb9f,1,114.9,330
420a2,1,300.0,315
c1c6a,1,39.95,295
5f2f0,1,89.99,250
efa67,1,115.0,366
463d1,1,66.9,179
fef82,1,15.9,275
0ff88,1,49.9,517
bbf67,1,120.0,258
ef962,1,43.98,394
80043,1,219.9,269
379be,1,99.0,402
c3b26,1,115.0,242
7e0a8,2,104.9,299
eda11,1,16.9,367
587a8,1,105.0,68
95bc3,1,69.0,528
6da90,1,17.99,515
c7461,1,150.0,143
e8a68,1,299.0,261
13ab1,2,77.99000000000001,410
5599e,1,241.1,420
5b226,1,1280.0,46
2651c,1,299.99,55
53ed8,1,165.9,374
136af,1,73.0,560
be4d6,1,59.9,432
a1701,1,122.99,64
42522,1,24.9,114
8a49e,1,68.65,16
780ef,1,59.9,236
177fb,1,94.9,348
2e60f,1,62.0,37
976f7,1,49.9,21
3fc23,1,29.99,163
b234c,2,231.70000000000002,206
c3929,1,84.35,194
b6ca0,1,129.99,427
0b540,1,31.9,425
a00aa,1,119.8,286
46556,1,99.0,275
18062,1,169.99,106
8a09e,1,29.9,72
00f61,1,598.0,54
2b9a7,1,122.9,292
0c8d1,1,616.8,444
6a673,1,29.9,139
35f48,1,102.22,114
1228d,1,109.15,125
1ba3c,1,113.57,294
0d77d,1,64.99,12
acf50,1,143.0,93
7a2e7,1,18.0,579
b1848,1,69.9,100
8b9c4,1,129.49,21
6fecd,1,135.0,8
319ce,1,349.0,22
e7b95,1,66.5,271
db280,1,59.9,39
0fdaf,1,40.0,300
0e42e,1,208.0,237
3f64a,1,59.9,40
aacde,1,120.9,312
2f824,1,119.0,470
0a4b8,1,65.9,43
fc9e6,1,39.9,330
a3724,1,57.89,107
a97d7,1,100.0,216
064c7,2,115.8,16
3f0e3,1,145.0,274
0df02,1,79.9,18
d7c9d,1,339.99,555
b4228,1,72.9,346
4a490,1,35.9,167
053ba,1,79.0,272
7ce86,1,179.0,189
d7bbb,1,34.9,586
c4f30,1,41.31,384
2ad9a,1,169.0,544
a0f72,1,196.0,498
88f21,1,139.8,109
4149c,1,27.9,71
a43c4,1,220.0,156
d731c,1,149.99,358
d591d,1,28.9,65
f855a,1,39.99,688
29bb6,1,18.9,241
ec692,1,35.0,22
436d2,1,19.9,207
a6c86,1,29.5,220
509f5,1,43.98,583
26efe,1,380.0,155
79a3d,1,160.9,322
d8ce9,1,550.0,150
4b993,1,138.0,118
88a6a,1,199.9,201
36ce7,1,223.9,388
102fd,1,98.0,163
acc08,1,198.0,148
16664,1,119.9,267
0a4a6,1,89.0,474
c4879,1,126.0,338
36f42,1,359.96,181
b33d4,1,40.0,343
841cf,1,169.9,115
811bf,1,19.65,78
ad97f,1,69.9,467
b5a48,1,99.8,198
b3ade,1,285.4,487
879b4,1,799.6,216
3fcc7,1,75.9,323
2f6a1,1,43.9,28
d2b8b,1,62.9,53
a5417,1,118.99,377
1a14e,1,166.94,159
2365b,1,49.8,290
94705,1,54.0,268
d31af,1,148.9,118
2253c,1,24.9,19
0d06a,1,179.7,345
b60c5,1,21.99,575
11be2,1,47.49,106
afe54,1,99.0,318
64080,1,180.0,362
e1964,1,22.99,122
da6ca,1,249.0,275
c2683,1,109.9,177
3cf27,1,33.8,471
ee4d2,1,108.0,19
017d4,1,38.99,278
8340f,1,39.9,161
46c4e,1,159.0,147
80c29,1,22.9,171
47b4c,1,22.32,29
cfc92,1,79.0,125
a60b7,1,115.19999999999999,288
ae279,1,17.9,302
2a675,1,139.0,169
13653,1,89.9,102
d1983,1,29.99,465
1221e,1,199.0,112
72b66,1,34.99,491
e9400,1,99.9,305
56fb2,1,94.0,436
6d6c6,1,39.9,122
c7d7d,1,128.9,229
39b7e,1,129.99,467
5ca77,1,249.0,163
adeb9,1,108.0,75
fbab6,1,126.99,529
9cf27,1,37.99,139
21b67,1,36.0,560
60f55,1,155.32,42
46ac5,1,349.9,318
0ad08,1,69.9,418
8ac0b,1,33.25,277
621f4,1,29.9,363
3ee29,1,30.5,7
60a2d,1,39.9,211
257bc,1,129.0,246
13676,1,78.99,523
c6187,1,154.8,328
78164,1,149.9,93
e2e18,1,200.0,377
79e09,1,69.9,226
663aa,1,1699.99,37
7948c,1,105.0,391
729f8,1,174.95000000000002,124
90d8a,1,9.9,519
aab22,1,319.0,21
86e68,1,155.99,395
de191,1,89.9,163
816ef,1,799.6,296
ef175,1,77.68,295
c35c8,1,179.49,121
552ac,1,94.55,216
9773e,1,580.27,314
7d06a,1,42.0,363
07742,1,57.49,118
e48d6,1,101.0,505
d4cee,1,79.99,154
79f18,1,199.0,135
1ead8,1,49.9,112
b2102,1,39.9,336
7ab35,1,45.9,343
cd671,2,55.9,15
efe51,1,16.9,533
aa150,1,78.0,204
b3c7e,1,149.87,283
214ec,1,104.97,378
45ad7,1,160.0,204
72d71,1,205.9,205
5269a,1,41.9,294
a47fd,1,19.9,69
c8556,1,167.99,450
f795a,1,60.0,176
3baeb,1,88.6,242
7c812,1,34.9,485
ccca4,1,37.99,13
900da,1,24.5,260
26089,1,45.49,490
ea996,1,49.9,27
64b06,1,459.99,206
8ba2c,1,54.75,236
50126,1,359.7,221
4925c,1,49.0,278
0e42b,1,229.99,259
929a9,1,20.39,218
81586,1,79.0,351
bbdb1,1,56.99,263
e2cac,1,229.0,32
21aef,1,106.80000000000001,358
874a8,1,39.99,111
30d82,5,334.5,148
a55ba,1,83.94,63
a9b58,1,78.0,337
b0b45,1,64.99,91
fc23e,1,339.74,579
975b4,1,149.0,24
570e3,1,24.9,293
e93b5,1,59.9,85
106d2,1,69.9,74
8a81f,1,169.9,206
9425d,1,94.0,149
9c562,1,42.99,451
08955,1,109.18,74
15e7a,1,81.9,298
2d915,1,159.8,80
fa9b4,1,215.56,298
65739,1,99.0,49
c3d48,1,230.0,57
4612a,1,39.99,221
d2eeb,1,89.99,114
05fef,1,14.49,114
c17a2,1,495.0,17
5a95a,1,524.9,129
025d0,1,90.0,303
b5126,1,118.58,334
2abe3,1,10.9,75
5d220,1,320.0,237
ec66f,1,110.0,87
6ef44,1,88.9,229
883e6,1,88.34,188
34e05,1,219.99,499
ebd2f,1,83.9,326
921da,1,165.0,572
04ac7,1,379.0,241
d6f4e,1,150.0,330
bbc7b,1,69.9,298
0c3df,1,149.8,141
b5f98,1,21.9,68
dfb25,1,49.9,204
dfd1c,1,205.0,428
752cb,1,325.0,184
87262,1,129.9,206
2284b,1,473.49,332
e96c0,1,19.55,304
77677,1,127.0,125
7dbf2,1,109.9,270
febcf,1,110.0,176
54945,1,145.5,191
7a297,1,50.0,351
c444d,1,89.99,226
b06ce,1,99.8,20
ff7b1,1,19.9,197
5ac0d,1,21.0,107
58d70,1,89.0,8
05e89,1,49.9,216
f5cf4,1,99.0,279
a5c04,1,119.9,414
8d9a7,1,32.9,272
c0ad5,1,699.9,101
e7101,1,24.9,490
6329d,1,79.9,346
fa4da,1,79.0,368
7dee0,1,227.8,260
c9c22,1,269.9,114
72fe8,1,19.99,188
61797,1,166.0,455
97aa1,1,27.9,230
cd98c,1,59.9,132
7231c,1,145.9,350
374e6,1,109.9,164
c4b6b,1,39.99,132
9212d,1,19.9,182
3bc1e,1,199.9,26
72c9d,1,40.8,186
a503a,2,189.91,88
b6552,1,45.0,112
9db62,1,129.0,30
2a9de,1,46.99,61
d736c,1,69.9,178
aa0f1,1,42.0,136
593dd,1,171.0,192
7ea4d,1,40.71,9
daf55,1,44.9,228
84581,1,349.9,212
32de2,1,170.0,21
bcfc3,1,49.9,208
57624,1,99.99,327
df7fc,1,99.0,220
6b748,1,59.9,377
683c2,1,134.99,40
6c064,1,597.9,246
c16af,1,100.79,217
8da59,1,94.99,14
1aa51,1,109.9,316
1bdb6,1,698.0,164
07ef4,1,34.99,139
f4d56,1,599.0,141
4f6c9,1,55.0,64
cd43f,1,579.0,376
3a5be,1,679.0,218
309ef,1,99.9,326
6d7f1,1,98.99,515
d40eb,1,105.0,27
31744,1,529.9,170
a582c,1,130.0,282
29503,1,227.14,301
7024d,1,579.9,370
ca193,1,292.9,513
646e4,1,219.0,95
15e2c,1,59.9,342
f1be2,1,69.99,166
f108e,1,69.9,374
c7cfb,1,262.0,403
bb54e,1,113.57,338
dd42a,1,129.9,231
540a3,1,10.9,443
a6edd,1,43.48,519
efa9e,1,144.99,189
4264f,1,49.65,212
4d66b,1,310.0,14
1c9da,1,16.99,412
d5248,1,119.9,465
d447f,1,97.8,313
3e694,1,40.9,177
48d9a,1,99.0,320
af022,1,44.99,114
325d6,1,99.0,434
58686,1,129.9,373
59347,1,179.49,135
f7e17,1,220.64,72
9f23e,1,599.0,261
2b05f,1,38.97,237
e8821,1,139.9,22
beaf6,1,179.9,136
9423d,1,1899.0,36
f35b5,1,109.9,410
3b916,1,325.0,184
d9af0,1,99.0,458
2cf55,1,89.97,414
32fde,1,282.0,65
e8fd5,1,49.0,212
d2b26,1,89.99,265
4cfb9,1,107.9,60
c53ee,1,119.9,98
cb87d,1,98.0,398
b26a3,1,87.0,189
d9060,1,29.99,113
d7c9e,1,149.97,278
fe75b,1,173.9,433
815e8,1,19.99,35
adfe4,1,680.0,534
6bcb6,1,599.0,315
f56a2,1,99.9,26
1a858,1,13.9,237
0d2f0,1,66.99,57
da577,1,39.9,545
c2a6b,1,35.97,306
614c1,1,119.9,585
ccfd4,1,56.99,376
50f12,1,109.9,185
0a14a,1,329.99,366
7ee35,1,17.0,467
6f98f,1,120.0,228
d95cf,1,99.0,26
69c91,1,66.99,582
4d8f1,1,1084.9,43
b1d82,1,535.9,182
645c3,1,250.0,275
b57d8,1,18.0,350
7b8c3,1,107.8,132
83f04,1,194.99,128
4c5e0,1,79.99,148
d3548,1,39.6,158
dfa49,1,91.28,381
6fbfa,1,55.0,55
74a36,1,79.9,320
02ac0,1,49.9,246
0e18e,1,95.0,39
e1e42,1,30.0,309
ddc38,1,274.9,498
b0141,1,129.99,341
9f835,1,49.99,444
667ce,1,54.0,8
63fe8,1,169.0,353
b46d1,1,85.0,275
c511c,2,91.9,379
6f86a,1,109.9,268
729f8,1,49.99,311
121d4,1,34.9,323
394a4,1,129.9,196
85e2e,1,124.9,24
4bb72,1,174.9,532
1445e,1,160.0,469
03afd,1,79.0,169
daab9,1,13.49,150
e7c22,1,35.9,87
7c674,1,42.99,170
dc052,1,38.89,340
cab3a,1,179.9,8
284a5,1,35.98,61
a7e02,1,44.99,177
8c238,1,87.0,101
25ae5,1,59.9,287
2298a,1,760.0,356
21a8c,1,11.99,458
03c6e,1,14.99,180
67ba5,1,22.9,294
4510b,1,109.9,227
6d8da,1,70.3,369
9dcee,1,103.9,84
3acf2,1,45.49,279
d6606,1,65.0,161
9bd85,1,49.95,400
cc2db,1,12.0,12
7e96d,1,29.99,223
d9a2a,1,192.0,313
ae5af,1,18.0,123
6c116,1,47.65,160
29642,1,59.9,281
f38e0,1,44.99,40
64009,1,88.9,189
65ea4,1,29.99,190
54dbc,1,102.0,127
f6d8e,1,89.0,66
db1c5,1,97.0,59
450c8,1,34.9,267
3d740,1,104.9,204
216d1,1,13.99,173
81eba,1,299.8,190
d95ed,1,80.0,177
591e9,1,139.0,278
b8540,1,99.0,421
b452d,1,31.9,469
5557e,1,39.0,37
ae445,1,59.8,205
f6b1d,1,89.9,126
4a307,1,249.0,76
c393c,1,70.91,278
0602f,1,169.9,136
946e4,1,9.9,173
e3e15,1,49.9,492
cc421,1,63.99,132
e4fcf,1,79.0,211
5b00f,1,90.0,147
bf356,1,39.0,185
3c16d,1,45.9,373
5330e,1,443.0,121
01dd2,2,60.0,15
323c5,1,45.0,210
6e0eb,1,18.99,476
1b375,1,389.87,139
3b876,1,79.9,490
027fb,1,37.9,104
1a421,1,69.9,152
f995c,1,139.0,529
420c1,1,39.99,64
adb70,1,18.9,309
4f7e0,1,45.0,191
ceab8,1,122.9,242
cdefc,1,27.9,184
1cc06,2,147.9,166
f4b63,3,193.5,66
fbc78,1,22.99,125
21579,1,95.0,194
32e07,1,95.0,72
b6762,1,31.9,201
1e82a,1,74.9,183
521c9,1,89.9,400
dd82c,1,46.9,19
9304c,1,61.9,286
4752e,1,505.5,165
3847c,1,279.77,508
f0fbc,1,57.99,188
4cc0f,1,49.9,207
0716c,1,59.9,454
664a4,1,21.99,315
6dbd5,1,30.24,131
08fed,1,52.9,186
f7d17,1,14.9,354
870de,2,238.99,89
b5d4c,1,80.0,33
295d7,1,169.0,535
1c78b,1,272.9,485
f4b17,1,28.9,42
94efd,1,43.2,291
7b7ab,1,10.0,64
b984c,1,56.99,382
513b5,1,160.0,507
3be61,1,34.9,532
c517c,1,190.83,278
18891,1,149.99,176
dc70f,1,45.0,72
8e3c5,1,49.9,323
a582c,2,302.20000000000005,237
88fa2,1,158.67,131
e710e,1,61.99,156
c88de,1,55.0,368
22c47,2,47.8,345
8b11b,1,17.45,162
ba054,1,17.9,499
84530,1,64.99,278
5c004,1,27.93,386
7ca08,1,29.99,220
073c9,1,119.9,39
9962a,1,159.9,278
48efa,1,1999.9,281
2a486,1,69.9,569
fe8d3,1,167.9,358
bbd2d,1,1200.0,366
f3708,1,229.9,138
08459,1,260.2,20
0b1e4,1,225.0,21
baa1a,1,47.98,313
dd389,1,89.9,694
c32bd,1,28.9,82
f5500,1,59.9,532
b1132,1,25.0,581
31ebc,1,67.9,54
5e742,1,233.0,261
1c4d6,1,28.49,140
0a4b8,2,128.7,350
bc159,1,89.0,153
dc980,1,62.7,181
9f3d9,1,57.26,26
c88c3,1,89.99,113
41f13,1,56.99,220
c3acb,2,113.97999999999999,205
219ca,1,19.89,156
2cc26,1,29.99,213
2460d,1,129.0,30
12310,1,49.0,229
0d5c6,1,27.9,178
d62f3,1,89.99,278
7dbad,1,145.0,333
cd69e,1,49.99,258
43da5,1,260.0,71
bf883,1,139.9,153
3f2cf,1,249.99,523
b9934,1,14.0,112
6f76f,1,190.83,275
74cec,1,52.39,38
39919,1,40.9,351
52fdc,1,129.0,371
396c5,2,653.9,229
a7047,1,94.9,260
5da94,1,49.9,478
51ac0,1,39.99,43
560c6,1,230.0,16
f9dbd,1,159.9,510
63ddb,1,169.9,19
b8d28,1,78.0,35
6e184,1,320.0,488
17f3d,1,76.9,364
50e1c,1,389.70000000000005,322
de9a2,1,110.32,106
752d6,1,59.99,195
dca06,1,87.89,22
24593,1,65.6,106
b813d,1,59.9,519
ca0c6,1,27.0,68
e6ced,1,99.9,178
7e222,1,11.55,215
a9ebf,1,118.7,35
9ab92,1,14.9,57
68184,1,49.99,217
86709,1,44.06,63
f42c5,1,57.99,12
78699,1,65.0,401
c5e6b,1,59.0,150
c1688,1,99.0,417
cfc7f,1,77.9,120
b980d,1,49.9,76
1f78a,1,223.0,100
93e53,1,59.0,259
a7d86,1,39.9,397
50f20,1,36.23,101
662cf,2,106.9,272
64001,1,18.9,188
84ed4,1,34.9,399
704bc,1,36.9,231
1e2b7,1,899.0,125
93d64,1,175.99,77
a0783,1,134.97,386
14ece,2,298.9,25
297ff,1,39.99,42
dc44f,1,139.0,532
52f75,1,57.78,21
e697d,1,49.0,357
1f351,1,39.9,131
775f7,1,115.0,156
dd894,1,16.5,197
85d9c,1,45.9,225
25d5c,1,48.0,126
93d92,1,86.9,137
ffa1c,1,99.0,106
bc647,1,47.08,98
67dea,1,199.0,413
e78f5,1,21.9,120
19865,1,25.9,255
b3c09,1,70.89,299
a1736,1,53.699999999999996,140
06d00,1,279.99,335
b52a4,1,124.0,145
9a1ee,1,108.0,382
6d795,1,110.0,77
bc16a,1,69.9,259
02281,1,159.0,63
e2c77,1,296.98,159
7d8a9,2,175.89,535
28efb,1,84.9,130
87477,1,12.9,115
cf7c0,1,198.9,240
debe3,1,45.65,278
17c00,2,238.9,301
8f812,1,89.0,484
1c7f9,1,69.9,325
e3bac,1,49.9,374
47e7b,1,309.0,534
5a155,1,56.99,452
8f494,1,29.9,150
b051c,1,59.9,463
753c8,1,24.99,693
70c83,1,25.9,154
49cdc,1,159.0,67
35a26,1,175.0,353
06466,1,70.47,173
a019e,1,18.9,111
65125,1,34.9,420
2b16e,1,195.9,257
39a0a,1,282.8,424
bb091,1,11.04,65
c1a34,1,49.0,154
515f0,1,31.99,34
8dad7,1,84.0,106
481bd,1,219.99,469
eb3a2,1,26.7,368
8fc60,1,149.99,313
dceb7,1,19.9,348
62ac9,1,119.0,72
faad8,1,174.99,23
05c71,1,22.0,422
ad3a4,1,145.0,119
cc53c,1,325.0,189
11444,1,49.0,118
c4daa,1,13.65,275
0033b,1,1009.0,252
23fa6,1,45.95,396
e9c69,1,49.0,258
f22a7,1,115.9,369
9a8e7,1,12.9,264
c7b89,1,60.0,43
5d09f,1,150.0,100
366cd,1,168.98,196
0066e,1,26.9,491
3a853,1,23.99,154
16744,1,879.77,71
7d441,1,23.8,182
db6c7,1,1199.9,262
15d9f,1,24.9,182
5aaad,1,79.99,109
7f333,1,59.9,294
bd3ce,1,57.49,242
30c85,1,112.0,453
b1886,1,67.6,422
b81ea,1,219.9,532
2ebb4,1,28.9,227
06061,1,169.99,91
8568d,1,179.0,458
23fde,1,18.9,234
e0751,1,12.99,132
2c4b7,1,258.3,417
92889,1,89.9,498
461b7,1,275.0,467
dda37,1,119.6,76
9bffa,1,59.9,380
c5581,1,24.9,125
a2153,1,179.49,172
f05f0,1,45.9,161
836fe,1,39.9,246
57918,1,158.0,217
39267,1,64.99000000000001,133
36cf6,1,79.0,406
62b93,1,7160.0,45
4d5fd,1,29.99,181
b5317,1,19.9,221
162bb,1,99.0,87
1517d,1,155.0,314
5608c,1,44.99,133
1eff4,1,165.9,474
805bf,1,59.97,95
49b11,1,75.0,510
63560,1,40.9,561
e47be,1,590.0,263
76e94,1,58.9,356
930ff,1,55.0,118
514bd,1,42.9,316
c1742,1,89.99,539
bf078,1,49.99,427
57b76,1,349.9,317
3a1bb,1,159.0,61
84c23,1,23.99,296
fe0fd,1,55.0,520
4301e,1,289.9,370
3a2a3,1,179.8,273
1b539,1,93.8,263
4da05,1,56.97,323
83168,1,138.0,157
b2c21,1,117.3,410
9f3db,1,119.9,116
8c957,1,56.99,319
4c3eb,1,115.19999999999999,315
e3c47,1,99.0,402
a52b6,1,39.99,471
66048,1,45.0,22
317de,1,68.9,421
fbae0,1,119.9,595
f6479,1,29.9,62
f3e40,1,32.0,108
bf762,1,169.9,149
e37f2,1,210.0,408
fab38,1,134.9,425
e24b4,1,71.9,353
d4d08,1,869.9,511
7af92,1,111.9,368
ad901,1,82.0,278
57747,1,79.9,164
43286,1,119.99,40
0d0c7,1,69.9,41
33c72,1,159.9,365
13dca,1,31.9,178
d295c,1,45.0,183
81c8d,1,38.9,327
05350,1,163.8,385
c321b,1,22.32,53
0f825,1,56.1,6
34e0f,1,29.0,158
fda8b,1,189.0,15
7b513,1,109.9,233
be6f8,1,19.9,265
a3857,1,113.57,299
7b70b,1,99.98,294
6809f,1,149.0,46
afa6d,1,38.49,374
2b4e3,1,399.0,49
c861a,1,70.97,272
076f9,1,79.9,283
84f9d,1,129.9,105
6f0b5,1,39.9,551
eacc8,1,15.9,449
1efbb,1,99.98,367
a37b6,1,309.9,567
39691,1,27.99,296
a506f,1,179.99,238
933df,1,75.0,464
9cb4b,1,59.54,39
7fabc,1,35.9,252
4a54b,1,38.0,222
b29ae,1,199.9,126
4f6f7,1,29.99,111
43fd1,1,36.9,428
9a4af,1,299.99,572
fd3fa,1,72.9,139
40803,1,219.9,413
ce5bc,1,10.99,190
75c80,1,39.99,96
4801e,1,189.99,314
dc453,1,21.99,474
41277,1,189.0,338
f5751,1,12.5,10
ca5ec,1,399.9,494
41412,1,7.3,391
ed01e,1,102.0,459
12411,1,125.9,367
d7d7a,1,199.9,137
82f01,1,139.0,64
1b78b,1,145.0,45
0899e,1,110.0,167
ff059,1,134.2,141
4c188,1,274.9,177
41a3a,1,214.99,466
93af5,1,29.5,304
6db4a,1,39.9,567
a88ff,1,74.58,329
5a107,1,25.0,106
b3904,1,65.9,327
50268,1,79.99,205
13d86,1,36.9,566
a92c4,1,64.99,118
bccac,1,189.9,373
d6e48,1,49.9,55
8d8d2,1,37.99,285
c582c,1,50.0,360
ebaac,1,99.99,257
6dfef,1,29.9,332
4f74c,1,161.7,170
96ce1,1,84.0,117
e32c1,1,1004.99,320
8581e,1,24.0,100
23570,1,18.9,87
648d6,1,46.9,227
a915f,1,39.9,215
1d133,1,69.9,358
f6821,1,299.0,90
a5309,1,35.64,527
4852e,1,999.99,325
f82cb,1,32.9,208
856c5,1,65.69999999999999,289
2bc57,1,134.9,231
030ed,1,59.9,352
85cbf,1,39.99,84
fbb43,1,179.99,261
42c87,1,249.33,444
52a86,1,19.0,43
fc351,3,232.8,137
4c459,1,3300.0,199
7bf3a,1,144.46,125
1154d,1,45.0,288
56afa,1,79.99,539
17de9,1,48.9,115
fac40,1,81.8,107
6ecb6,1,53.9,129
64c41,1,49.9,517
8361c,1,64.9,61
3acc9,1,125.99,39
191a9,1,53.9,118
4d824,1,35.9,323
3373a,1,139.0,331
85c87,1,155.0,19
e4047,1,129.9,107
b6530,1,19.99,70
b3f6d,1,623.99,271
d98ee,1,45.0,8
482a1,1,36.9,27
c37a4,1,150.0,185
05b53,1,56.97,133
46a00,1,249.9,221
0ed87,1,129.0,165
c2fa2,1,340.63,244
36498,1,45.0,384
ca8c5,1,325.0,278
e9dc2,1,99.0,267
a0fc4,1,599.65,305
704f1,1,192.99,226
3e875,1,32.99,259
b229a,1,148.79,215
614f2,1,259.9,444
c6d32,1,79.9,171
898ca,1,165.4,534
92700,1,112.0,149
2b9a8,1,29.0,271
16404,1,98.0,396
452b4,1,118.7,65
67984,1,49.99,273
2e009,1,149.0,76
1cd7f,1,75.98,350
849ca,1,139.0,26
1aa77,1,35.9,39
1ff8e,1,119.9,81
eef6a,1,289.9,487
a17bb,1,89.99,77
aa4a0,1,29.0,294
6d9c7,1,259.9,309
f747c,1,125.0,238
fddd1,1,24.9,211
f7e3f,1,119.9,359
8f814,1,39.9,391
8e227,1,36.9,415
8958c,1,154.9,413
d988b,1,50.0,188
815c3,2,71.69,87
03381,1,89.9,195
5e723,1,85.4,326
c0460,1,64.0,18
0297e,1,134.9,377
c6021,1,24.9,278
eea16,1,119.0,476
ab53c,1,49.9,448
3fb6c,1,1350.0,299
714dc,1,110.32,125
5617d,1,19.9,184
e73f1,1,49.0,692
ae114,1,199.9,496
f09d1,1,92.0,204
ea0f8,2,534.9,305
d9a71,1,129.9,278
0acbe,1,14.45,79
417f6,1,103.9,397
6611a,1,149.9,105
d0ac5,1,42.99,492
0fde5,1,229.0,365
82d3e,1,38.99,388
1da84,1,109.9,516
4f891,1,450.0,411
86d23,1,32.0,5
8ee2c,1,43.9,462
cbfd1,1,24.0,552
aaf0a,1,173.9,51
d4118,1,99.9,44
9064e,1,21.9,10
7d99a,1,44.99,207
a6f8a,1,227.0,142
6aee7,1,32.9,406
41d1d,1,25.0,184
b2838,1,10.0,10
00448,1,17.99,78
9da5b,1,99.0,330
94dea,1,57.49,120
9a0b5,1,289.9,166
7ca35,1,149.9,273
16ab2,1,99.0,120
b02cb,1,59.9,548
46536,1,13.31,264
d8ab4,1,55.0,77
cc54a,1,11.99,268
a31a4,1,34.0,11
c97ee,1,149.0,32
28883,1,29.99,53
104ca,1,50.0,168
bf0e2,1,134.0,530
d7916,1,69.0,556
f0e38,1,27.99,193
65dd6,1,36.9,82
fc86f,1,59.9,361
44c38,1,29.0,369
d2455,1,179.9,136
4cd62,1,219.9,321
e9eb0,1,23.2,395
ee83e,1,78.9,52
e8a9f,1,77.0,82
179e3,1,109.97,274
c0916,1,49.9,80
d0f89,1,21.9,336
2c6dd,1,28.99,474
428e9,1,62.9,140
a54a6,1,189.95,124
84143,1,169.0,420
d517e,1,160.56,170
00b7d,1,359.0,148
02333,1,18.99,426
83c3c,1,189.0,20
9624d,1,104.0,291
87ae6,1,58.9,195
1d994,1,109.99,359
ee453,1,24.99,251
7b59d,2,327.8,122
b343a,1,45.0,486
9aad8,1,88.83,13
3098f,1,54.9,199
79587,1,45.9,354
81e37,1,50.9,400
a5985,1,79.99,350
cdd61,1,39.9,112
88d9f,1,26.0,68
aef7f,1,55.9,229
a9a23,1,122.9,220
d1827,1,124.0,38
ee013,1,181.0,391
5b464,1,119.99,165
1c69c,1,146.99,295
cd414,1,13.9,179
6df8b,1,39.9,100
9ead5,2,169.8,227
06e41,2,119.80000000000001,142
f2a75,1,249.0,492
f8504,1,12.25,202
45272,1,36.99,8
29a7f,1,102.5,496
a6715,1,48.99,269
8dc51,1,139.99,153
54466,1,305.0,351
fb730,1,109.99,78
9a569,1,37.8,114
80caf,1,197.9,247
76891,1,170.0,189
86b97,1,107.7,472
3745d,2,488.0,384
45cf1,1,139.0,164
a2c03,1,139.94,221
20883,1,25.9,412
d260a,1,56.97,121
940ae,1,149.0,214
55bde,1,156.99,491
ec66a,1,10.0,141
5ace5,1,156.85000000000002,288
7edc9,1,99.9,217
ef529,1,159.9,564
09b02,1,110.0,119
9994f,1,18.9,204
5e95a,1,13.99,392
003e3,1,56.0,66
fe402,1,18.95,51
0711b,1,75.0,444
fe241,1,79.99,428
45f1f,1,70.0,178
81ab5,1,149.0,255
f8681,1,120.0,285
b88af,1,40.0,26
1fe5d,1,29.9,136
aca15,1,110.0,132
f878d,1,36.99,310
c719c,1,27.99,52
e5919,1,134.0,71
02860,1,26.0,16
5d28d,1,67.98,451
2c6c3,2,69.8,406
1cebb,1,179.9,359
63b62,1,155.0,330
7701d,1,240.35,349
330ee,1,24.79,487
dd8b6,1,249.99,353
22fbe,1,749.9,173
9c9b8,1,12.25,251
a517b,1,134.9,66
e7f30,1,277.0,278
030f1,1,16.9,253
5a3c8,1,29.99,21
aa8a4,1,325.0,228
f37b4,1,199.0,189
f6e7f,1,36.99,57
c4808,1,9.0,226
41c66,1,249.9,14
68ecf,1,59.9,448
8884f,1,49.0,188
77e49,1,39.9,392
00b8d,1,105.0,153
70c4c,1,197.79000000000002,323
60f27,1,118.80000000000001,152
bfc6b,1,29.8,280
e0642,1,99.9,113
b1150,1,170.3,76
ec854,1,69.0,128
32258,1,229.0,19
9b940,1,44.9,370
b50ff,1,196.99,302
a1354,1,45.97,11
8f5c1,1,17.9,24
fc635,1,22.6,2
19459,1,63.72,262
a4947,1,375.9,4
3d61b,1,50.99,160
b9434,1,465.0,166
09151,1,59.9,1
f3b54,1,54.99,20
e32e5,1,110.0,87
46f82,1,829.0,168
1ec2d,1,95.8,25
23ef9,1,55.0,236
c0a65,1,117.5,273
5e271,1,625.0,127
4c5fc,1,185.0,39
859dd,1,174.9,201
37a48,1,320.0,149
aaf3b,1,97.65,142
e7450,1,89.9,296
4e58c,1,239.99,323
fc49d,1,59.9,448
78be4,1,29.0,126
b68b7,1,45.9,106
b0a2e,1,49.9,79
d0241,1,83.36,377
d5f75,1,89.9,308
19922,1,69.9,385
fb0e7,1,97.0,279
a9da0,1,122.0,251
c0768,1,36.79,295
f478b,1,49.0,245
2be23,1,46.0,570
f2e1e,1,75.0,203
ec75c,1,40.0,26
0ebc1,1,89.9,291
699e4,1,19.9,358
dc97e,1,629.0,449
c9bcf,1,6.9,59
c71e9,1,1384.0,246
32d26,1,89.0,6
f9cff,1,359.6,219
52a4d,1,109.9,419
ca0f3,1,11.99,289
1f5c1,1,152.0,254
